"","reg_id","short_title","long_title","xml_url","ConsolidationDate","RegistrationDate","LastAmendedDate","enablingauthority","repealed","incorp_references","wordcount","PRESCRIPTIVITY_prescriptions_RawCount","PRESCRIPTIVITY_permissions_RawCount","PRESCRIPTIVITY_prescriptions_Index","PRESCRIPTIVITY_permissions_Index","PRESCRIPTIVITY_Index","FLEXIBILITY_exceptions_RawCount","FLEXIBILITY_discretions_RawCount","FLEXIBILITY_exceptions_Index","FLEXIBILITY_discretions_Index","COMPLEXITY_legal_jargon_RawCount","COMPLEXITY_legal_jargon_Index","COMPLEXITY_cross_referencing_RawCount","COMPLEXITY_cross_referencing_Index","AGE_DaysLastModified","AGE_outdated_words_RawCounts","AGE_outdated_words_Index"
"1255","SOR/2009-176",NA,"Organic Products Regulations, 2009","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-176.xml",NA,"2009-6-11",2009-06-11,"CANADA AGRICULTURAL PRODUCTS ACT","no","4",2998,53,8,1.76784523015344,0.266844563042028,6,11,4,0.366911274182789,0.133422281521014,1,0.0333555703802535,39,1.30086724482989,3403,26,0.867244829886591
"1256","SOR/2009-177",NA,"Order Designating Nova Scotia for the Purposes of the Criminal Interest Rate Provisions of the Criminal Code","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-177.xml",NA,"2009-6-11",2009-06-11,"CRIMINAL CODE","no","0",206,0,0,0,0,1,0,0,0,0,1,0.485436893203884,7,3.39805825242718,3403,0,0
"1257","SOR/2009-182",NA,"Solvency Funding Relief Regulations, 2009","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-182.xml",NA,"2009-6-11",2009-06-11,"PENSION BENEFITS STANDARDS ACT, 1985","no","1",6883,81,32,1.1768124364376,0.464913555135842,2.48484848484848,20,5,0.290570971959901,0.0726427429899753,1,0.0145285485979951,155,2.25192503268923,3403,97,1.40926921400552
"1260","SOR/2009-197",NA,"Volatile Organic Compound (VOC) Concentration Limits for Automotive Refinishing Products Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-197.xml",NA,"2009-6-18",2009-06-18,"CANADIAN ENVIRONMENTAL PROTECTION ACT, 1999","no","2",3063,41,7,1.33855697029056,0.228534116878877,5.25,8,2,0.261181847861574,0.0652954619653934,1,0.0326477309826967,36,1.17531831537708,3396,18,0.587659157688541
"1262","SOR/2009-199",NA,"CEFTA Rules of Origin for Casual Goods Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-199.xml",NA,"2009-6-18",2009-06-18,"CUSTOMS TARIFF","no","0",561,0,9,0,1.60427807486631,0.1,0,0,0,0,0,0,0,0,3396,0,0
"1263","SOR/2009-200",NA,"CEFTA Tariff Preference Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-200.xml",NA,"2009-6-18",2009-06-18,"CUSTOMS TARIFF","no","0",789,0,7,0,0.887198986058302,0.125,1,0,0.126742712294043,0,0,0,3,0.380228136882129,3396,0,0
"1265","SOR/2009-204",NA,"The Micronutrient Initiative Divestiture Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-204.xml",NA,"2009-6-25",2009-06-25,"PUBLIC SERVICE SUPERANNUATION ACT,FINANCIAL ADMINISTRATION ACT","no","0",433,0,1,0,0.23094688221709,0.5,2,1,0.46189376443418,0.23094688221709,0,0,20,4.6189376443418,3389,2,0.46189376443418
"1267","SOR/2009-214",NA,"CPFTA Rules of Origin Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-214.xml",NA,"2009-7-30",2009-07-30,"CUSTOMS TARIFF","no","0",100,0,1,0,1,0.5,0,0,0,0,0,0,2,2,3354,0,0
"1268","SOR/2009-215",NA,"CPFTA Rules of Origin for Casual Goods Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-215.xml",NA,"2009-7-30",2009-07-30,"CUSTOMS TARIFF","no","0",150,0,1,0,0.666666666666667,0.5,0,0,0,0,0,0,1,0.666666666666667,3354,0,0
"1269","SOR/2009-216",NA,"CPFTA Tariff Preference Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-216.xml",NA,"2009-7-30",2009-07-30,"CUSTOMS TARIFF","no","0",235,0,2,0,0.851063829787234,0.333333333333333,0,0,0,0,0,0,2,0.851063829787234,3354,0,0
"1270","SOR/2009-217",NA,"CPFTA Sugar Aggregate Quantity Limit Order","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-217.xml",NA,"2009-7-30",2009-07-30,"CUSTOMS TARIFF","no","0",109,0,1,0,0.91743119266055,0.5,0,0,0,0,0,0,1,0.91743119266055,3354,0,0
"1271","SOR/2009-219",NA,"Companies<U+2019> Creditors Arrangement Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-219.xml",NA,"2009-7-30",2009-07-30,"COMPANIES<U+2019> CREDITORS ARRANGEMENT ACT","no","0",1277,1,1,0.0783085356303837,0.0783085356303837,1,1,3,0.0783085356303837,0.234925606891151,0,0,31,2.4275646045419,3354,27,2.11433046202036
"1272","SOR/2009-231",NA,"Ottawa Macdonald-Cartier International Airport Zoning Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-231.xml",NA,"2009-7-30",2009-07-30,"AERONAUTICS ACT","no","3",566,4,0,0.706713780918728,0,5,0,0,0,0,0,0,3,0.530035335689046,3354,0,0
"1273","SOR/2009-257",NA,"Credit Business Practices (Banks, Authorized Foreign Banks, Trust and Loan Companies, Retail Associations, Canadian Insurance Companies and Foreign Insurance Companies) Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-257.xml",NA,"2009-9-9",2009-09-09,"BANK ACT,COOPERATIVE CREDIT ASSOCIATIONS ACT,INSURANCE COMPANIES ACT,TRUST AND LOAN COMPANIES ACT","no","0",1878,24,4,1.2779552715655,0.212992545260916,5,11,5,0.585729499467519,0.266240681576145,7,0.372736954206603,20,1.06496272630458,3313,36,1.91693290734824
"1274","SOR/2009-264",NA,"Volatile Organic Compound (VOC) Concentration Limits for Architectural Coatings Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-264.xml",NA,"2009-9-9",2009-09-09,"CANADIAN ENVIRONMENTAL PROTECTION ACT, 1999","no","4",3930,55,7,1.39949109414758,0.178117048346056,7,16,3,0.407124681933842,0.0763358778625954,3,0.0763358778625954,50,1.27226463104326,3313,25,0.636132315521629
"1275","SOR/2009-271",NA,"National Security Review of Investments Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-271.xml",NA,"2009-9-17",2009-09-17,"INVESTMENT CANADA ACT","no","0",1036,0,0,0,0,1,0,0,0,0,0,0,47,4.53667953667954,3305,0,0
"1277","SOR/2009-278",NA,"Order Designating British Columbia for the Purposes of the Criminal Interest Rate Provisions of the Criminal Code","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-278.xml",NA,"2009-10-1",2009-10-01,"CRIMINAL CODE","no","0",187,0,0,0,0,1,1,0,0.53475935828877,0,0,0,7,3.74331550802139,3291,0,0
"1279","SOR/2009-315",NA,"Canada Oil and Gas Drilling and Production Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-315.xml",NA,"2009-11-26",2009-11-26,"CANADA OIL AND GAS OPERATIONS ACT","no","1",9991,138,19,1.38124311880693,0.190171154038635,6.95,16,37,0.160144129716745,0.370333299969973,8,0.0800720648583725,67,0.67060354318887,3235,28,0.280252227004304
"1280","SOR/2009-316",NA,"Newfoundland Offshore Petroleum Drilling and Production Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-316.xml",NA,"2009-11-26",2009-11-26,"CANADA-NEWFOUNDLAND ATLANTIC ACCORD IMPLEMENTATION ACT","no","1",9972,139,20,1.39390292819896,0.200561572402728,6.66666666666667,18,37,0.180505415162455,0.371038908945046,7,0.0701965503409547,72,0.72202166064982,3235,29,0.290814279983955
"1281","SOR/2009-317",NA,"Nova Scotia Offshore Petroleum Drilling and Production Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-317.xml",NA,"2009-11-26",2009-11-26,"CANADA-NOVA SCOTIA OFFSHORE PETROLEUM RESOURCES ACCORD IMPLEMENTATION ACT","no","1",9970,139,20,1.39418254764293,0.200601805416249,6.66666666666667,18,37,0.180541624874624,0.37111334002006,7,0.0702106318956871,72,0.722166499498495,3235,29,0.290872617853561
"1282","SOR/2009-320",NA,"Allocation Method Order (2010) <U+2014> Softwood Lumber Products","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-320.xml",NA,"2009-11-30",2009-11-30,"EXPORT AND IMPORT PERMITS ACT","no","0",1776,4,5,0.225225225225225,0.281531531531531,0.833333333333333,0,2,0,0.112612612612613,0,0,23,1.29504504504505,3231,1,0.0563063063063063
"1283","SOR/2009-321",NA,"Domestic Ferries Security Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-321.xml",NA,"2009-12-3",2009-12-03,"MARINE TRANSPORTATION SECURITY ACT","no","1",14815,175,25,1.18123523455957,0.168747890651367,6.76923076923077,27,67,0.182247721903476,0.452244346945663,4,0.0269996625042187,128,0.863989200134998,3228,27,0.182247721903476
"1285","SOR/2009-67",NA,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2009<U+2013>1","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-67.xml",NA,"2009-2-12",2009-02-12,"RADIOCOMMUNICATION ACT","no","0",279,2,0,0.716845878136201,0,3,1,2,0.3584229390681,0.716845878136201,2,0.716845878136201,13,4.6594982078853,3522,0,0
"1288","SOR/2009-92",NA,"Regulations Implementing the United Nations Resolutions on Somalia","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2009-92.xml",NA,"2009-3-12",2009-03-12,"UNITED NATIONS ACT","no","1",2067,14,4,0.677310111272375,0.19351717464925,3,6,5,0.290275761973875,0.241896468311563,1,0.0483792936623125,53,2.56410256410256,3494,6,0.290275761973875
"1290","SOR/2010-116",NA,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2010<U+2013>4","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-116.xml",NA,"2010-5-27",2010-05-27,"RADIOCOMMUNICATION ACT","no","0",290,2,2,0.689655172413793,0.689655172413793,1,1,2,0.344827586206897,0.689655172413793,2,0.689655172413793,13,4.48275862068966,3053,0,0
"1291","SOR/2010-117",NA,"New Harmonized Value-added Tax System Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-117.xml",NA,"2010-5-31",2010-05-31,"EXCISE TAX ACT","no","2",37399,121,74,0.323538062515041,0.197866253108372,1.62666666666667,109,50,0.291451643092061,0.133693414262413,70,0.187170779967379,1348,3.60437444851467,3049,93,0.248669750528089
"1292","SOR/2010-120",NA,"Maritime Occupational Health and Safety Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-120.xml",NA,"2010-6-3",2010-06-03,"CANADA LABOUR CODE","no","68",37053,689,83,1.85949855612231,0.224003454511106,8.21428571428572,86,147,0.232099964915122,0.396729009796778,17,0.0458802256227566,368,0.993171942892613,3046,122,0.329258089763312
"1293","SOR/2010-127",NA,"Northern Canada Vessel Traffic Services Zone Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-127.xml",NA,"2010-6-10",2010-06-10,"CANADA SHIPPING ACT, 2001","no","1",1162,18,0,1.54905335628227,0,19,4,1,0.344234079173838,0.0860585197934596,0,0,20,1.72117039586919,3039,1,0.0860585197934596
"1294","SOR/2010-13",NA,"G8 Summit Privileges and Immunities Order, No. 2010-2","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-13.xml",NA,"2010-1-13",2010-01-13,"FOREIGN MISSIONS AND INTERNATIONAL ORGANIZATIONS ACT","no","0",776,6,3,0.77319587628866,0.38659793814433,1.75,0,0,0,0,0,0,4,0.515463917525773,3187,1,0.128865979381443
"1295","SOR/2010-130",NA,"13th IAAF World Junior Championships in Athletics Remission Order, 2010","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-130.xml",NA,"2010-6-10",2010-06-10,"CUSTOMS TARIFF","no","0",1125,1,1,0.0888888888888889,0.0888888888888889,1,1,0,0.0888888888888889,0,1,0.0888888888888889,11,0.977777777777778,3039,1,0.0888888888888889
"1296","SOR/2010-135",NA,"Radiocommunication Act (subsection<U+00A0>4(1) and paragraph<U+00A0>9(1)(b)) Exemption Order (Security, Safety and International Relations), No.<U+00A0>2010<U+2013>5","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-135.xml",NA,"2010-6-17",2010-06-17,"RADIOCOMMUNICATION ACT","no","0",283,2,0,0.706713780918728,0,3,1,2,0.353356890459364,0.706713780918728,2,0.706713780918728,13,4.59363957597173,3032,0,0
"1297","SOR/2010-138",NA,"Regulations Prescribing Circumstances for Granting Waivers Pursuant to Section<U+00A0>147 of the Act","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-138.xml",NA,"2010-6-17",2010-06-17,"CANADIAN ENVIRONMENTAL PROTECTION ACT, 1999","no","1",622,0,1,0,0.160771704180064,0.5,0,0,0,0,1,0.160771704180064,23,3.69774919614148,3032,1,0.160771704180064
"1298","SOR/2010-147",NA,"Statistics Canada Census and Survey Related Term Employment Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-147.xml",NA,"2010-6-17",2010-06-17,"PUBLIC SERVICE EMPLOYMENT ACT","no","0",1213,4,5,0.329760923330585,0.412201154163232,0.833333333333333,3,0,0.247320692497939,0,3,0.247320692497939,25,2.06100577081616,3032,3,0.247320692497939
"1299","SOR/2010-148",NA,"Student Employment Programs Participants Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-148.xml",NA,"2010-6-17",2010-06-17,"PUBLIC SERVICE EMPLOYMENT ACT","no","0",465,3,1,0.645161290322581,0.21505376344086,2,1,0,0.21505376344086,0,0,0,5,1.0752688172043,3032,3,0.645161290322581
"1300","SOR/2010-150",NA,"Electronic Filing and Provision of Information (GST/HST) Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-150.xml",NA,"2010-6-17",2010-06-17,"EXCISE TAX ACT","no","12",4581,15,6,0.327439423706614,0.130975769482646,2.28571428571429,6,13,0.130975769482646,0.283780833879066,1,0.0218292949137743,148,3.23073564723859,3032,20,0.436585898275486
"1301","SOR/2010-151",NA,"New Harmonized Value-added Tax System Regulations, No. 2","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-151.xml",NA,"2010-6-17",2010-06-17,"EXCISE TAX ACT","no","22",49280,123,106,0.249594155844156,0.215097402597403,1.1588785046729,67,50,0.135957792207792,0.101461038961039,98,0.198863636363636,2051,4.16193181818182,3032,42,0.0852272727272727
"1302","SOR/2010-156",NA,"Radiocommunication Act (subsection<U+00A0>4(1) and paragraph<U+00A0>9(1)(b)) Exemption Order (Security, Safety and International Relations), No.<U+00A0>2010<U+2013>3","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-156.xml",NA,"2010-6-17",2010-06-17,"RADIOCOMMUNICATION ACT","no","0",282,2,0,0.709219858156028,0,3,1,2,0.354609929078014,0.709219858156028,2,0.709219858156028,13,4.60992907801418,3032,0,0
"1304","SOR/2010-161",NA,"Regulations Prescribing Certain Offences to be Serious Offences","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-161.xml",NA,"2010-7-13",2010-07-13,"CRIMINAL CODE","no","0",215,0,0,0,0,1,0,0,0,0,0,0,18,8.37209302325581,3006,0,0
"1305","SOR/2010-165",NA,"Special Economic Measures (Iran) Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-165.xml",NA,"2010-7-22",2010-07-22,"SPECIAL ECONOMIC MEASURES ACT","no","7",1880,14,3,0.74468085106383,0.159574468085106,3.75,4,6,0.212765957446809,0.319148936170213,1,0.0531914893617021,22,1.17021276595745,2997,11,0.585106382978723
"1308","SOR/2010-189",NA,"Renewable Fuels Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-189.xml",NA,"2010-8-23",2010-08-23,"CANADIAN ENVIRONMENTAL PROTECTION ACT, 1999","no","6",13152,104,62,0.790754257907543,0.471411192214112,1.66666666666667,28,4,0.212895377128954,0.0304136253041363,5,0.0380170316301703,289,2.19738442822384,2965,32,0.24330900243309
"1309","SOR/2010-190",NA,"Tarium Niryutait Marine Protected Areas Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-190.xml",NA,"2010-8-25",2010-08-25,"OCEANS ACT","no","0",1166,4,1,0.343053173241852,0.0857632933104631,2.5,1,1,0.0857632933104631,0.0857632933104631,3,0.257289879931389,5,0.428816466552316,2963,0,0
"1311","SOR/2010-201",NA,"Passenger Automobile and Light Truck Greenhouse Gas Emission Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-201.xml",NA,"2010-9-23",2010-09-23,"CANADIAN ENVIRONMENTAL PROTECTION ACT, 1999","no","2",19092,88,51,0.460926042321391,0.267127592708988,1.71153846153846,36,22,0.188560653676933,0.115231510580348,6,0.0314267756128221,544,2.84936098889587,2934,32,0.167609469935051
"1312","SOR/2010-202",NA,"Tankers and Cargo Vessels Remission Order, 2010","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-202.xml",NA,"2010-9-23",2010-09-23,"CUSTOMS TARIFF","no","0",253,1,0,0.395256916996047,0,2,1,0,0.395256916996047,0,0,0,0,0,2934,0,0
"1313","SOR/2010-203",NA,"Certain Ships Remission Order, 2010","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-203.xml",NA,"2010-9-23",2010-09-23,"CUSTOMS TARIFF","no","0",130,1,0,0.769230769230769,0,2,0,0,0,0,0,0,0,0,2934,0,0
"1315","SOR/2010-220",NA,"Postage Meter Regulations, 2010","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-220.xml",NA,"2010-10-21",2010-10-21,"CANADA POST CORPORATION ACT","no","1",818,16,6,1.9559902200489,0.733496332518337,2.42857142857143,5,2,0.611246943765281,0.244498777506112,0,0,0,0,2906,60,7.33496332518337
"1316","SOR/2010-227",NA,"Long-Range Identification and Tracking of Vessels Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-227.xml",NA,"2010-10-21",2010-10-21,"CANADA SHIPPING ACT, 2001","no","1",1240,16,2,1.29032258064516,0.161290322580645,5.66666666666667,5,3,0.403225806451613,0.241935483870968,2,0.161290322580645,24,1.93548387096774,2906,0,0
"1321","SOR/2010-234",NA,"Policyholders Disclosure Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-234.xml",NA,"2010-10-28",2010-10-28,"INSURANCE COMPANIES ACT","no","0",1274,9,3,0.706436420722135,0.235478806907378,2.5,0,3,0,0.235478806907378,4,0.313971742543171,23,1.80533751962323,2899,1,0.0784929356357928
"1326","SOR/2010-239",NA,"Electronic Documents (Banks and Bank Holding Companies) Regulations<U+00A0>","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-239.xml",NA,"2010-10-28",2010-10-28,"BANK ACT","no","0",905,11,5,1.21546961325967,0.552486187845304,2,2,2,0.220994475138122,0.220994475138122,4,0.441988950276243,24,2.65193370165746,2899,21,2.32044198895028
"1327","SOR/2010-240",NA,"Electronic Documents (Trust and Loan Companies) Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-240.xml",NA,"2010-10-28",2010-10-28,"TRUST AND LOAN COMPANIES ACT","no","0",914,11,5,1.2035010940919,0.547045951859956,2,2,2,0.218818380743982,0.218818380743982,4,0.437636761487965,24,2.62582056892779,2899,21,2.29759299781182
"1328","SOR/2010-241",NA,"Electronic Documents (Insurance and Insurance Holding Companies) Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-241.xml",NA,"2010-10-28",2010-10-28,"INSURANCE COMPANIES ACT","no","0",906,11,5,1.21412803532009,0.551876379690949,2,2,2,0.22075055187638,0.22075055187638,4,0.441501103752759,24,2.64900662251656,2899,21,2.31788079470199
"1329","SOR/2010-242",NA,"Electronic Documents (Cooperative Credit Associations) Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-242.xml",NA,"2010-10-28",2010-10-28,"COOPERATIVE CREDIT ASSOCIATIONS ACT","no","0",913,11,5,1.20481927710843,0.547645125958379,2,2,2,0.219058050383352,0.219058050383352,4,0.438116100766703,24,2.62869660460022,2899,21,2.30010952902519
"1330","SOR/2010-245",NA,"Canadian Press Pension Plan Solvency Deficiency Funding Regulations, 2010","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-245.xml",NA,"2010-10-28",2010-10-28,"PENSION BENEFITS STANDARDS ACT, 1985","no","0",2847,29,6,1.01861608710924,0.210748155953635,4.28571428571429,4,0,0.140498770635757,0,2,0.0702493853178785,61,2.14260625219529,2899,52,1.82648401826484
"1331","SOR/2010-259",NA,"Ontario Grapes-for-Processing Marketing Levies Order","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-259.xml",NA,"2010-11-15",2010-11-15,"AGRICULTURAL PRODUCTS MARKETING ACT,ONTARIO GRAPES-FOR-PROCESSING ORDER","no","0",307,3,0,0.977198697068404,0,4,0,0,0,0,0,0,3,0.977198697068404,2881,0,0
"1333","SOR/2010-270",NA,"Pacific Aquaculture Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-270.xml",NA,"2010-11-26",2010-11-26,"FISHERIES ACT","no","0",1518,14,5,0.922266139657444,0.329380764163373,2.5,2,0,0.131752305665349,0,4,0.263504611330698,10,0.658761528326746,2870,0,0
"1334","SOR/2010-273",NA,"Consumer Products Containing Lead (Contact with Mouth) Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-273.xml",NA,"2010-11-26",2010-11-26,"CANADA CONSUMER PRODUCT SAFETY ACT","no","1",284,1,2,0.352112676056338,0.704225352112676,0.666666666666667,3,1,1.05633802816901,0.352112676056338,2,0.704225352112676,2,0.704225352112676,2870,0,0
"1335","SOR/2010-277",NA,"Canadian Radio-television and Telecommunications Commission Rules of Practice and Procedure","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-277.xml",NA,"2010-11-26",2010-11-26,"BROADCASTING ACT,TELECOMMUNICATIONS ACT","no","1",6434,84,55,1.30556419023935,0.854833695990053,1.51785714285714,11,7,0.170966739198011,0.108797015853279,4,0.0621697233447311,54,0.83929126515387,2870,47,0.730494249300591
"1336","SOR/2010-278",NA,"Allocation Method Order (2011) <U+2014> Softwood Lumber Products","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-278.xml",NA,"2010-11-26",2010-11-26,"EXPORT AND IMPORT PERMITS ACT","no","1",2178,9,5,0.413223140495868,0.229568411386593,1.66666666666667,4,2,0.183654729109275,0.0918273645546373,1,0.0459136822773186,44,2.02020202020202,2870,1,0.0459136822773186
"1339","SOR/2010-29",NA,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2010-1","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-29.xml",NA,"2010-2-11",2010-02-11,"RADIOCOMMUNICATION ACT","no","0",283,2,0,0.706713780918728,0,3,1,2,0.353356890459364,0.706713780918728,2,0.706713780918728,13,4.59363957597173,3158,0,0
"1340","SOR/2010-290",NA,"Watson Lake Hospital Divestiture Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-290.xml",NA,"2010-12-3",2010-12-03,"PUBLIC SERVICE SUPERANNUATION ACT,FINANCIAL ADMINISTRATION ACT","no","0",578,0,5,0,0.865051903114187,0.166666666666667,5,1,0.865051903114187,0.173010380622837,0,0,25,4.32525951557093,2863,3,0.519031141868512
"1341","SOR/2010-291",NA,"Portions of the Department of Agriculture and Agri-Food Divestiture Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-291.xml",NA,"2010-12-3",2010-12-03,"PUBLIC SERVICE SUPERANNUATION ACT,FINANCIAL ADMINISTRATION ACT","no","0",591,0,5,0,0.846023688663283,0.166666666666667,5,1,0.846023688663283,0.169204737732657,0,0,25,4.23011844331641,2863,3,0.50761421319797
"1342","SOR/2010-292",NA,"Canada Deposit Insurance Corporation Data and System Requirements By-law","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-292.xml",NA,"2010-12-8",2010-12-08,"CANADA DEPOSIT INSURANCE CORPORATION ACT","no","1",1605,17,3,1.05919003115265,0.186915887850467,4.5,2,2,0.124610591900312,0.124610591900312,3,0.186915887850467,26,1.61993769470405,2858,8,0.498442367601246
"1344","SOR/2010-52",NA,"Radiocommunication Act (subsection 4(1) and paragraph 9(1)(b)) Exemption Order (Security, Safety and International Relations), No. 2010<U+2013>2","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-52.xml",NA,"2010-3-11",2010-03-11,"RADIOCOMMUNICATION ACT","no","0",283,2,0,0.706713780918728,0,3,1,2,0.353356890459364,0.706713780918728,2,0.706713780918728,13,4.59363957597173,3130,0,0
"1345","SOR/2010-56",NA,"Declarations Regulations (Chemical Weapons Convention)","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-56.xml",NA,"2010-3-11",2010-03-11,"CHEMICAL WEAPONS CONVENTION IMPLEMENTATION ACT","no","0",5342,35,13,0.655185323848746,0.243354548858106,2.57142857142857,17,0,0.318232871583677,0,0,0,63,1.17933358292774,3130,8,0.149756645451142
"1346","SOR/2010-58",NA,"Haiti Deemed Direct Shipment (General Preferential Tariff and Least Developed Country Tariff) Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-58.xml",NA,"2010-3-11",2010-03-11,"CUSTOMS TARIFF","no","0",136,0,0,0,0,1,0,0,0,0,0,0,1,0.735294117647059,3130,0,0
"1347","SOR/2010-62",NA,"G20 Summit Privileges and Immunities Order, 2010","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-62.xml",NA,"2010-3-11",2010-03-11,"FOREIGN MISSIONS AND INTERNATIONAL ORGANIZATIONS ACT","no","0",448,7,1,1.5625,0.223214285714286,4,0,0,0,0,0,0,3,0.669642857142857,3130,0,0
"1348","SOR/2010-65",NA,"Telecommunications Fees Regulations, 2010","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-65.xml",NA,"2010-3-17",2010-03-17,"TELECOMMUNICATIONS ACT","no","7",743,12,0,1.61507402422611,0,13,0,0,0,0,0,0,17,2.28802153432032,3124,1,0.134589502018843
"1349","SOR/2010-67",NA,"Wapusk National Park of Canada Park Use Regulations","ftp://205.193.86.89/Consolidation_Regs_1.2.0/EN/SOR-2010-67.xml",NA,"2010-3-25",2010-03-25,"CANADA NATIONAL PARKS ACT","no","0",2930,37,25,1.26279863481229,0.853242320819113,1.46153846153846,5,5,0.170648464163823,0.170648464163823,2,0.068259385665529,37,1.26279863481229,3116,18,0.614334470989761
